,,,
Brand,Model,Device Type,Metric
SAMSUNG,Galaxy Active 2 Steel,Smartwatch,water_retention
SAMSUNG,Gear S2,Smartwatch,steps
SAMSUNG,Gear S2,Smartwatch,calories
SAMSUNG,Gear S2,Smartwatch,heart_rate
SAMSUNG,Gear S2,Smartwatch,ECG
SAMSUNG,Gear S2,Smartwatch,body_composition
SAMSUNG,Gear S2,Smartwatch,stress
SAMSUNG,Gear S2,Smartwatch,sleep_stages
SAMSUNG,Gear S2,Smartwatch,sleep_quality
SAMSUNG,Gear S2,Smartwatch,blood_pressure
SAMSUNG,Gear S2,Smartwatch,vascular_load
SAMSUNG,Gear S2,Smartwatch,fall_detection
SAMSUNG,Gear S2,Smartwatch,body_fat_percentage
SAMSUNG,Gear S2,Smartwatch,BMI
SAMSUNG,Gear S2,Smartwatch,BMR
SAMSUNG,Gear S2,Smartwatch,water_retention
SAMSUNG,Galaxy Active Steel,Smartwatch,steps
SAMSUNG,Galaxy Active Steel,Smartwatch,calories
SAMSUNG,Galaxy Active Steel,Smartwatch,heart_rate
SAMSUNG,Galaxy Active Steel,Smartwatch,ECG
SAMSUNG,Galaxy Active Steel,Smartwatch,body_composition
SAMSUNG,Galaxy Active Steel,Smartwatch,stress
SAMSUNG,Galaxy Active Steel,Smartwatch,sleep_stages
SAMSUNG,Galaxy Active Steel,Smartwatch,sleep_quality
SAMSUNG,Galaxy Active Steel,Smartwatch,blood_pressure
SAMSUNG,Galaxy Active Steel,Smartwatch,vascular_load
SAMSUNG,Galaxy Active Steel,Smartwatch,fall_detection
SAMSUNG,Galaxy Active Steel,Smartwatch,body_fat_percentage
SAMSUNG,Galaxy Active Steel,Smartwatch,BMI
SAMSUNG,Galaxy Active Steel,Smartwatch,BMR
SAMSUNG,Galaxy Active Steel,Smartwatch,water_retention
SAMSUNG,Gear Fit 2 Pro,Smartwatch,steps
SAMSUNG,Gear Fit 2 Pro,Smartwatch,calories
SAMSUNG,Gear Fit 2 Pro,Smartwatch,heart_rate
SAMSUNG,Gear Fit 2 Pro,Smartwatch,ECG
SAMSUNG,Gear Fit 2 Pro,Smartwatch,body_composition
SAMSUNG,Gear Fit 2 Pro,Smartwatch,stress
SAMSUNG,Gear Fit 2 Pro,Smartwatch,sleep_stages
SAMSUNG,Gear Fit 2 Pro,Smartwatch,sleep_quality
SAMSUNG,Gear Fit 2 Pro,Smartwatch,blood_pressure
SAMSUNG,Gear Fit 2 Pro,Smartwatch,vascular_load
SAMSUNG,Gear Fit 2 Pro,Smartwatch,fall_detection
SAMSUNG,Gear Fit 2 Pro,Smartwatch,body_fat_percentage
SAMSUNG,Gear Fit 2 Pro,Smartwatch,BMI
SAMSUNG,Gear Fit 2 Pro,Smartwatch,BMR
SAMSUNG,Gear Fit 2 Pro,Smartwatch,water_retention
SAMSUNG,Gear 2,Smartwatch,steps
SAMSUNG,Gear 2,Smartwatch,calories
SAMSUNG,Gear 2,Smartwatch,heart_rate
SAMSUNG,Gear 2,Smartwatch,ECG
SAMSUNG,Gear 2,Smartwatch,body_composition
SAMSUNG,Gear 2,Smartwatch,stress
SAMSUNG,Gear 2,Smartwatch,sleep_stages
SAMSUNG,Gear 2,Smartwatch,sleep_quality
SAMSUNG,Gear 2,Smartwatch,blood_pressure
SAMSUNG,Gear 2,Smartwatch,vascular_load
SAMSUNG,Gear 2,Smartwatch,fall_detection
SAMSUNG,Gear 2,Smartwatch,body_fat_percentage
SAMSUNG,Gear 2,Smartwatch,BMI
SAMSUNG,Gear 2,Smartwatch,BMR
SAMSUNG,Gear 2,Smartwatch,water_retention
SAMSUNG,Neo Gear 2,Smartwatch,steps
SAMSUNG,Neo Gear 2,Smartwatch,calories
SAMSUNG,Neo Gear 2,Smartwatch,heart_rate
SAMSUNG,Neo Gear 2,Smartwatch,ECG
SAMSUNG,Neo Gear 2,Smartwatch,body_composition
SAMSUNG,Neo Gear 2,Smartwatch,stress
SAMSUNG,Neo Gear 2,Smartwatch,sleep_stages
SAMSUNG,Neo Gear 2,Smartwatch,sleep_quality
SAMSUNG,Neo Gear 2,Smartwatch,blood_pressure
SAMSUNG,Neo Gear 2,Smartwatch,vascular_load
SAMSUNG,Neo Gear 2,Smartwatch,fall_detection
SAMSUNG,Neo Gear 2,Smartwatch,body_fat_percentage
SAMSUNG,Neo Gear 2,Smartwatch,BMI
SAMSUNG,Neo Gear 2,Smartwatch,BMR
SAMSUNG,Neo Gear 2,Smartwatch,water_retention
SAMSUNG,Galaxy Active 46mm,Smartwatch,steps
SAMSUNG,Galaxy Active 46mm,Smartwatch,calories
SAMSUNG,Galaxy Active 46mm,Smartwatch,heart_rate
SAMSUNG,Galaxy Active 46mm,Smartwatch,ECG
SAMSUNG,Galaxy Active 46mm,Smartwatch,body_composition
SAMSUNG,Galaxy Active 46mm,Smartwatch,stress
SAMSUNG,Galaxy Active 46mm,Smartwatch,sleep_stages
SAMSUNG,Galaxy Active 46mm,Smartwatch,sleep_quality
SAMSUNG,Galaxy Active 46mm,Smartwatch,blood_pressure
SAMSUNG,Galaxy Active 46mm,Smartwatch,vascular_load
SAMSUNG,Galaxy Active 46mm,Smartwatch,fall_detection
SAMSUNG,Galaxy Active 46mm,Smartwatch,body_fat_percentage
SAMSUNG,Galaxy Active 46mm,Smartwatch,BMI
SAMSUNG,Galaxy Active 46mm,Smartwatch,BMR
SAMSUNG,Galaxy Active 46mm,Smartwatch,water_retention
SAMSUNG,Galaxy Watch LTE,Smartwatch,steps
SAMSUNG,Galaxy Watch LTE,Smartwatch,calories
SAMSUNG,Galaxy Watch LTE,Smartwatch,heart_rate
SAMSUNG,Galaxy Watch LTE,Smartwatch,ECG
SAMSUNG,Galaxy Watch LTE,Smartwatch,body_composition
SAMSUNG,Galaxy Watch LTE,Smartwatch,stress
SAMSUNG,Galaxy Watch LTE,Smartwatch,sleep_stages
SAMSUNG,Galaxy Watch LTE,Smartwatch,sleep_quality
SAMSUNG,Galaxy Watch LTE,Smartwatch,blood_pressure
SAMSUNG,Galaxy Watch LTE,Smartwatch,vascular_load
SAMSUNG,Galaxy Watch LTE,Smartwatch,fall_detection
SAMSUNG,Galaxy Watch LTE,Smartwatch,body_fat_percentage
SAMSUNG,Galaxy Watch LTE,Smartwatch,BMI
SAMSUNG,Galaxy Watch LTE,Smartwatch,BMR
SAMSUNG,Galaxy Watch LTE,Smartwatch,water_retention
SAMSUNG,Galaxy 42,Smartwatch,steps
SAMSUNG,Galaxy 42,Smartwatch,calories
SAMSUNG,Galaxy 42,Smartwatch,heart_rate
SAMSUNG,Galaxy 42,Smartwatch,ECG
SAMSUNG,Galaxy 42,Smartwatch,body_composition
SAMSUNG,Galaxy 42,Smartwatch,stress
SAMSUNG,Galaxy 42,Smartwatch,sleep_stages
SAMSUNG,Galaxy 42,Smartwatch,sleep_quality
SAMSUNG,Galaxy 42,Smartwatch,blood_pressure
SAMSUNG,Galaxy 42,Smartwatch,vascular_load
SAMSUNG,Galaxy 42,Smartwatch,fall_detection
SAMSUNG,Galaxy 42,Smartwatch,body_fat_percentage
SAMSUNG,Galaxy 42,Smartwatch,BMI
SAMSUNG,Galaxy 42,Smartwatch,BMR
SAMSUNG,Galaxy 42,Smartwatch,water_retention
SAMSUNG,Gear Live,Smartwatch,steps
SAMSUNG,Gear Live,Smartwatch,calories
SAMSUNG,Gear Live,Smartwatch,heart_rate
SAMSUNG,Gear Live,Smartwatch,ECG
SAMSUNG,Gear Live,Smartwatch,body_composition
SAMSUNG,Gear Live,Smartwatch,stress
SAMSUNG,Gear Live,Smartwatch,sleep_stages
SAMSUNG,Gear Live,Smartwatch,sleep_quality
SAMSUNG,Gear Live,Smartwatch,blood_pressure
SAMSUNG,Gear Live,Smartwatch,vascular_load
SAMSUNG,Gear Live,Smartwatch,fall_detection
SAMSUNG,Gear Live,Smartwatch,body_fat_percentage
SAMSUNG,Gear Live,Smartwatch,BMI
SAMSUNG,Gear Live,Smartwatch,BMR
SAMSUNG,Gear Live,Smartwatch,water_retention
SAMSUNG,Gear S3 Frontier,Smartwatch,steps
SAMSUNG,Gear S3 Frontier,Smartwatch,calories
SAMSUNG,Gear S3 Frontier,Smartwatch,heart_rate
SAMSUNG,Gear S3 Frontier,Smartwatch,ECG
SAMSUNG,Gear S3 Frontier,Smartwatch,body_composition
SAMSUNG,Gear S3 Frontier,Smartwatch,stress
SAMSUNG,Gear S3 Frontier,Smartwatch,sleep_stages
SAMSUNG,Gear S3 Frontier,Smartwatch,sleep_quality
SAMSUNG,Gear S3 Frontier,Smartwatch,blood_pressure
SAMSUNG,Gear S3 Frontier,Smartwatch,vascular_load
SAMSUNG,Gear S3 Frontier,Smartwatch,fall_detection
SAMSUNG,Gear S3 Frontier,Smartwatch,body_fat_percentage
SAMSUNG,Gear S3 Frontier,Smartwatch,BMI
SAMSUNG,Gear S3 Frontier,Smartwatch,BMR
SAMSUNG,Gear S3 Frontier,Smartwatch,water_retention
SAMSUNG,Gear Sport,Smartwatch,steps
SAMSUNG,Gear Sport,Smartwatch,calories
SAMSUNG,Gear Sport,Smartwatch,heart_rate
SAMSUNG,Gear Sport,Smartwatch,ECG
SAMSUNG,Gear Sport,Smartwatch,body_composition
SAMSUNG,Gear Sport,Smartwatch,stress
SAMSUNG,Gear Sport,Smartwatch,sleep_stages
SAMSUNG,Gear Sport,Smartwatch,sleep_quality
SAMSUNG,Gear Sport,Smartwatch,blood_pressure
SAMSUNG,Gear Sport,Smartwatch,vascular_load
SAMSUNG,Gear Sport,Smartwatch,fall_detection
SAMSUNG,Gear Sport,Smartwatch,body_fat_percentage
SAMSUNG,Gear Sport,Smartwatch,BMI
SAMSUNG,Gear Sport,Smartwatch,BMR
SAMSUNG,Gear Sport,Smartwatch,water_retention
SAMSUNG,Gear S2 Classic,Smartwatch,steps
SAMSUNG,Gear S2 Classic,Smartwatch,calories
SAMSUNG,Gear S2 Classic,Smartwatch,heart_rate
SAMSUNG,Gear S2 Classic,Smartwatch,ECG
SAMSUNG,Gear S2 Classic,Smartwatch,body_composition
SAMSUNG,Gear S2 Classic,Smartwatch,stress
SAMSUNG,Gear S2 Classic,Smartwatch,sleep_stages
SAMSUNG,Gear S2 Classic,Smartwatch,sleep_quality
SAMSUNG,Gear S2 Classic,Smartwatch,blood_pressure
SAMSUNG,Gear S2 Classic,Smartwatch,vascular_load
SAMSUNG,Gear S2 Classic,Smartwatch,fall_detection
SAMSUNG,Gear S2 Classic,Smartwatch,body_fat_percentage
SAMSUNG,Gear S2 Classic,Smartwatch,BMI
SAMSUNG,Gear S2 Classic,Smartwatch,BMR
SAMSUNG,Gear S2 Classic,Smartwatch,water_retention
SAMSUNG,T-Mobile,Smartwatch,steps
SAMSUNG,T-Mobile,Smartwatch,calories
SAMSUNG,T-Mobile,Smartwatch,heart_rate
SAMSUNG,T-Mobile,Smartwatch,ECG
SAMSUNG,T-Mobile,Smartwatch,body_composition
SAMSUNG,T-Mobile,Smartwatch,stress
SAMSUNG,T-Mobile,Smartwatch,sleep_stages
SAMSUNG,T-Mobile,Smartwatch,sleep_quality
SAMSUNG,T-Mobile,Smartwatch,blood_pressure
SAMSUNG,T-Mobile,Smartwatch,vascular_load
SAMSUNG,T-Mobile,Smartwatch,fall_detection
SAMSUNG,T-Mobile,Smartwatch,body_fat_percentage
SAMSUNG,T-Mobile,Smartwatch,BMI
SAMSUNG,T-Mobile,Smartwatch,BMR
SAMSUNG,T-Mobile,Smartwatch,water_retention
SAMSUNG,R600NZBAXAR 600,Smartwatch,steps
SAMSUNG,R600NZBAXAR 600,Smartwatch,calories
SAMSUNG,R600NZBAXAR 600,Smartwatch,heart_rate
SAMSUNG,R600NZBAXAR 600,Smartwatch,ECG
SAMSUNG,R600NZBAXAR 600,Smartwatch,body_composition
SAMSUNG,R600NZBAXAR 600,Smartwatch,stress
SAMSUNG,R600NZBAXAR 600,Smartwatch,sleep_stages
SAMSUNG,R600NZBAXAR 600,Smartwatch,sleep_quality
SAMSUNG,R600NZBAXAR 600,Smartwatch,blood_pressure
SAMSUNG,R600NZBAXAR 600,Smartwatch,vascular_load
SAMSUNG,R600NZBAXAR 600,Smartwatch,fall_detection
SAMSUNG,R600NZBAXAR 600,Smartwatch,body_fat_percentage
SAMSUNG,R600NZBAXAR 600,Smartwatch,BMI
SAMSUNG,R600NZBAXAR 600,Smartwatch,BMR
SAMSUNG,R600NZBAXAR 600,Smartwatch,water_retention
SAMSUNG,Gear R730V S2,Smartwatch,steps
SAMSUNG,Gear R730V S2,Smartwatch,calories
SAMSUNG,Gear R730V S2,Smartwatch,heart_rate
SAMSUNG,Gear R730V S2,Smartwatch,ECG
SAMSUNG,Gear R730V S2,Smartwatch,body_composition
SAMSUNG,Gear R730V S2,Smartwatch,stress
SAMSUNG,Gear R730V S2,Smartwatch,sleep_stages
SAMSUNG,Gear R730V S2,Smartwatch,sleep_quality
SAMSUNG,Gear R730V S2,Smartwatch,blood_pressure
SAMSUNG,Gear R730V S2,Smartwatch,vascular_load
SAMSUNG,Gear R730V S2,Smartwatch,fall_detection
SAMSUNG,Gear R730V S2,Smartwatch,body_fat_percentage
SAMSUNG,Gear R730V S2,Smartwatch,BMI
SAMSUNG,Gear R730V S2,Smartwatch,BMR
SAMSUNG,Gear R730V S2,Smartwatch,water_retention
SAMSUNG,Galaxy Gear,Smartwatch,steps
SAMSUNG,Galaxy Gear,Smartwatch,calories
SAMSUNG,Galaxy Gear,Smartwatch,heart_rate
SAMSUNG,Galaxy Gear,Smartwatch,ECG
SAMSUNG,Galaxy Gear,Smartwatch,body_composition
SAMSUNG,Galaxy Gear,Smartwatch,stress
SAMSUNG,Galaxy Gear,Smartwatch,sleep_stages
SAMSUNG,Galaxy Gear,Smartwatch,sleep_quality
SAMSUNG,Galaxy Gear,Smartwatch,blood_pressure
SAMSUNG,Galaxy Gear,Smartwatch,vascular_load
SAMSUNG,Galaxy Gear,Smartwatch,fall_detection
SAMSUNG,Galaxy Gear,Smartwatch,body_fat_percentage
SAMSUNG,Galaxy Gear,Smartwatch,BMI
SAMSUNG,Galaxy Gear,Smartwatch,BMR
SAMSUNG,Galaxy Gear,Smartwatch,water_retention
SAMSUNG,Activity Tracker,FitnessBand,steps
SAMSUNG,Activity Tracker,FitnessBand,calories
SAMSUNG,Activity Tracker,FitnessBand,heart_rate
SAMSUNG,Activity Tracker,FitnessBand,ECG
SAMSUNG,Activity Tracker,FitnessBand,body_composition
SAMSUNG,Activity Tracker,FitnessBand,stress
SAMSUNG,Activity Tracker,FitnessBand,sleep_stages
SAMSUNG,Activity Tracker,FitnessBand,sleep_quality
SAMSUNG,Activity Tracker,FitnessBand,blood_pressure
SAMSUNG,Activity Tracker,FitnessBand,vascular_load
SAMSUNG,Activity Tracker,FitnessBand,fall_detection
SAMSUNG,Activity Tracker,FitnessBand,body_fat_percentage
SAMSUNG,Activity Tracker,FitnessBand,BMI
SAMSUNG,Activity Tracker,FitnessBand,BMR
SAMSUNG,Activity Tracker,FitnessBand,water_retention
FOSSIL,Gen 5 Carlyle HR,Smartwatch,steps
FOSSIL,Gen 5 Carlyle HR,Smartwatch,heart_rate
FOSSIL,Gen 5 Carlyle HR,Smartwatch,sleep_tracking
FOSSIL,Gen 5 Carlyle HR,Smartwatch,GPS
FOSSIL,Gen 5 Carlyle HR,Smartwatch,distance
FOSSIL,Gen 5 Carlyle HR,Smartwatch,pace
FOSSIL,Gen 5 Carlyle HR,Smartwatch,route
FOSSIL,Gen 5 Carlyle HR,Smartwatch,calories
FOSSIL,Gen 5 Carlyle HR,Smartwatch,active_minutes
FOSSIL,Gen 5 Garrett HR,Smartwatch,steps
FOSSIL,Gen 5 Garrett HR,Smartwatch,heart_rate
FOSSIL,Gen 5 Garrett HR,Smartwatch,sleep_tracking
FOSSIL,Gen 5 Garrett HR,Smartwatch,GPS
FOSSIL,Gen 5 Garrett HR,Smartwatch,distance
FOSSIL,Gen 5 Garrett HR,Smartwatch,pace
FOSSIL,Gen 5 Garrett HR,Smartwatch,route
FOSSIL,Gen 5 Garrett HR,Smartwatch,calories
FOSSIL,Gen 5 Garrett HR,Smartwatch,active_minutes
FOSSIL,Gen 5 Julianna HR,Smartwatch,steps
FOSSIL,Gen 5 Julianna HR,Smartwatch,heart_rate
FOSSIL,Gen 5 Julianna HR,Smartwatch,sleep_tracking
FOSSIL,Gen 5 Julianna HR,Smartwatch,GPS
FOSSIL,Gen 5 Julianna HR,Smartwatch,distance
FOSSIL,Gen 5 Julianna HR,Smartwatch,pace
FOSSIL,Gen 5 Julianna HR,Smartwatch,route
FOSSIL,Gen 5 Julianna HR,Smartwatch,calories
FOSSIL,Gen 5 Julianna HR,Smartwatch,active_minutes
FOSSIL,Latitude Hybrid HR,Smartwatch,steps
FOSSIL,Latitude Hybrid HR,Smartwatch,heart_rate
FOSSIL,Latitude Hybrid HR,Smartwatch,sleep_tracking
FOSSIL,Latitude Hybrid HR,Smartwatch,GPS
FOSSIL,Latitude Hybrid HR,Smartwatch,distance
FOSSIL,Latitude Hybrid HR,Smartwatch,pace
FOSSIL,Latitude Hybrid HR,Smartwatch,route
FOSSIL,Latitude Hybrid HR,Smartwatch,calories
FOSSIL,Latitude Hybrid HR,Smartwatch,active_minutes
FOSSIL,FB-01 Hybrid HR,Smartwatch,steps
FOSSIL,FB-01 Hybrid HR,Smartwatch,heart_rate
FOSSIL,FB-01 Hybrid HR,Smartwatch,sleep_tracking
FOSSIL,FB-01 Hybrid HR,Smartwatch,GPS
FOSSIL,FB-01 Hybrid HR,Smartwatch,distance
FOSSIL,FB-01 Hybrid HR,Smartwatch,pace
FOSSIL,FB-01 Hybrid HR,Smartwatch,route
FOSSIL,FB-01 Hybrid HR,Smartwatch,calories
FOSSIL,FB-01 Hybrid HR,Smartwatch,active_minutes
FOSSIL,Collider Hybrid,Smartwatch,steps
FOSSIL,Collider Hybrid,Smartwatch,heart_rate
FOSSIL,Collider Hybrid,Smartwatch,sleep_tracking
FOSSIL,Collider Hybrid,Smartwatch,GPS
FOSSIL,Collider Hybrid,Smartwatch,distance
FOSSIL,Collider Hybrid,Smartwatch,pace
FOSSIL,Collider Hybrid,Smartwatch,route
FOSSIL,Collider Hybrid,Smartwatch,calories
FOSSIL,Collider Hybrid,Smartwatch,active_minutes
FOSSIL,Sadie Hybrid,Smartwatch,steps
FOSSIL,Sadie Hybrid,Smartwatch,heart_rate
FOSSIL,Sadie Hybrid,Smartwatch,sleep_tracking
FOSSIL,Sadie Hybrid,Smartwatch,GPS
FOSSIL,Sadie Hybrid,Smartwatch,distance
FOSSIL,Sadie Hybrid,Smartwatch,pace
FOSSIL,Sadie Hybrid,Smartwatch,route
FOSSIL,Sadie Hybrid,Smartwatch,calories
FOSSIL,Sadie Hybrid,Smartwatch,active_minutes
FOSSIL,Commuter,Smartwatch,steps
FOSSIL,Commuter,Smartwatch,heart_rate
FOSSIL,Commuter,Smartwatch,sleep_tracking
FOSSIL,Commuter,Smartwatch,GPS
FOSSIL,Commuter,Smartwatch,distance
FOSSIL,Commuter,Smartwatch,pace
FOSSIL,Commuter,Smartwatch,route
FOSSIL,Commuter,Smartwatch,calories
FOSSIL,Commuter,Smartwatch,active_minutes
FOSSIL,Sport,Smartwatch,steps
FOSSIL,Sport,Smartwatch,heart_rate
FOSSIL,Sport,Smartwatch,sleep_tracking
FOSSIL,Sport,Smartwatch,GPS
FOSSIL,Sport,Smartwatch,distance
FOSSIL,Sport,Smartwatch,pace
FOSSIL,Sport,Smartwatch,route
FOSSIL,Sport,Smartwatch,calories
FOSSIL,Sport,Smartwatch,active_minutes
FOSSIL,Charter Hybrid HR,Smartwatch,steps
FOSSIL,Charter Hybrid HR,Smartwatch,heart_rate
FOSSIL,Charter Hybrid HR,Smartwatch,sleep_tracking
FOSSIL,Charter Hybrid HR,Smartwatch,GPS
FOSSIL,Charter Hybrid HR,Smartwatch,distance
FOSSIL,Charter Hybrid HR,Smartwatch,pace
FOSSIL,Charter Hybrid HR,Smartwatch,route
FOSSIL,Charter Hybrid HR,Smartwatch,calories
FOSSIL,Charter Hybrid HR,Smartwatch,active_minutes
FOSSIL,Carlie Hybrid,Smartwatch,steps
FOSSIL,Carlie Hybrid,Smartwatch,heart_rate
FOSSIL,Carlie Hybrid,Smartwatch,sleep_tracking
FOSSIL,Carlie Hybrid,Smartwatch,GPS
FOSSIL,Carlie Hybrid,Smartwatch,distance
FOSSIL,Carlie Hybrid,Smartwatch,pace
FOSSIL,Carlie Hybrid,Smartwatch,route
FOSSIL,Carlie Hybrid,Smartwatch,calories
FOSSIL,Carlie Hybrid,Smartwatch,active_minutes
FOSSIL,Carlie,Smartwatch,steps
FOSSIL,Carlie,Smartwatch,heart_rate
FOSSIL,Carlie,Smartwatch,sleep_tracking
FOSSIL,Carlie,Smartwatch,GPS
FOSSIL,Carlie,Smartwatch,distance
FOSSIL,Carlie,Smartwatch,pace
FOSSIL,Carlie,Smartwatch,route
FOSSIL,Carlie,Smartwatch,calories
FOSSIL,Carlie,Smartwatch,active_minutes
FOSSIL,Neutra Hybrid,Smartwatch,steps
FOSSIL,Neutra Hybrid,Smartwatch,heart_rate
FOSSIL,Neutra Hybrid,Smartwatch,sleep_tracking
FOSSIL,Neutra Hybrid,Smartwatch,GPS
FOSSIL,Neutra Hybrid,Smartwatch,distance
FOSSIL,Neutra Hybrid,Smartwatch,pace
FOSSIL,Neutra Hybrid,Smartwatch,route
FOSSIL,Neutra Hybrid,Smartwatch,calories
FOSSIL,Neutra Hybrid,Smartwatch,active_minutes
FOSSIL,Q Venture,Smartwatch,steps
FOSSIL,Q Venture,Smartwatch,heart_rate
FOSSIL,Q Venture,Smartwatch,sleep_tracking
FOSSIL,Q Venture,Smartwatch,GPS
FOSSIL,Q Venture,Smartwatch,distance
FOSSIL,Q Venture,Smartwatch,pace
FOSSIL,Q Venture,Smartwatch,route
FOSSIL,Q Venture,Smartwatch,calories
FOSSIL,Q Venture,Smartwatch,active_minutes
FOSSIL,Jacqueline,Smartwatch,steps
FOSSIL,Jacqueline,Smartwatch,heart_rate
FOSSIL,Jacqueline,Smartwatch,sleep_tracking
FOSSIL,Jacqueline,Smartwatch,GPS
FOSSIL,Jacqueline,Smartwatch,distance
FOSSIL,Jacqueline,Smartwatch,pace
FOSSIL,Jacqueline,Smartwatch,route
FOSSIL,Jacqueline,Smartwatch,calories
FOSSIL,Jacqueline,Smartwatch,active_minutes
FOSSIL,Q Neely,Smartwatch,steps
FOSSIL,Q Neely,Smartwatch,heart_rate
FOSSIL,Q Neely,Smartwatch,sleep_tracking
FOSSIL,Q Neely,Smartwatch,GPS
FOSSIL,Q Neely,Smartwatch,distance
FOSSIL,Q Neely,Smartwatch,pace
FOSSIL,Q Neely,Smartwatch,route
FOSSIL,Q Neely,Smartwatch,calories
FOSSIL,Q Neely,Smartwatch,active_minutes
FOSSIL,FTW5018 Hybrid,Smartwatch,steps
FOSSIL,FTW5018 Hybrid,Smartwatch,heart_rate
FOSSIL,FTW5018 Hybrid,Smartwatch,sleep_tracking
FOSSIL,FTW5018 Hybrid,Smartwatch,GPS
FOSSIL,FTW5018 Hybrid,Smartwatch,distance
FOSSIL,FTW5018 Hybrid,Smartwatch,pace
FOSSIL,FTW5018 Hybrid,Smartwatch,route
FOSSIL,FTW5018 Hybrid,Smartwatch,calories
FOSSIL,FTW5018 Hybrid,Smartwatch,active_minutes
FOSSIL,FTW5012 Hybrid,Smartwatch,steps
FOSSIL,FTW5012 Hybrid,Smartwatch,heart_rate
FOSSIL,FTW5012 Hybrid,Smartwatch,sleep_tracking
FOSSIL,FTW5012 Hybrid,Smartwatch,GPS
FOSSIL,FTW5012 Hybrid,Smartwatch,distance
FOSSIL,FTW5012 Hybrid,Smartwatch,pace
FOSSIL,FTW5012 Hybrid,Smartwatch,route
FOSSIL,FTW5012 Hybrid,Smartwatch,calories
FOSSIL,FTW5012 Hybrid,Smartwatch,active_minutes
FOSSIL,Jacqueline Hybrid,Smartwatch,steps
FOSSIL,Jacqueline Hybrid,Smartwatch,heart_rate
FOSSIL,Jacqueline Hybrid,Smartwatch,sleep_tracking
FOSSIL,Jacqueline Hybrid,Smartwatch,GPS
FOSSIL,Jacqueline Hybrid,Smartwatch,distance
FOSSIL,Jacqueline Hybrid,Smartwatch,pace
FOSSIL,Jacqueline Hybrid,Smartwatch,route
FOSSIL,Jacqueline Hybrid,Smartwatch,calories
FOSSIL,Jacqueline Hybrid,Smartwatch,active_minutes
FOSSIL,Q Annette,Smartwatch,steps
FOSSIL,Q Annette,Smartwatch,heart_rate
FOSSIL,Q Annette,Smartwatch,sleep_tracking
FOSSIL,Q Annette,Smartwatch,GPS
FOSSIL,Q Annette,Smartwatch,distance
FOSSIL,Q Annette,Smartwatch,pace
FOSSIL,Q Annette,Smartwatch,route
FOSSIL,Q Annette,Smartwatch,calories
FOSSIL,Q Annette,Smartwatch,active_minutes
FOSSIL,FTW6007,Smartwatch,steps
FOSSIL,FTW6007,Smartwatch,heart_rate
FOSSIL,FTW6007,Smartwatch,sleep_tracking
FOSSIL,FTW6007,Smartwatch,GPS
FOSSIL,FTW6007,Smartwatch,distance
FOSSIL,FTW6007,Smartwatch,pace
FOSSIL,FTW6007,Smartwatch,route
FOSSIL,FTW6007,Smartwatch,calories
FOSSIL,FTW6007,Smartwatch,active_minutes
FOSSIL,Gen 5E,Smartwatch,steps
FOSSIL,Gen 5E,Smartwatch,heart_rate
FOSSIL,Gen 5E,Smartwatch,sleep_tracking
FOSSIL,Gen 5E,Smartwatch,GPS
FOSSIL,Gen 5E,Smartwatch,distance
FOSSIL,Gen 5E,Smartwatch,pace
FOSSIL,Gen 5E,Smartwatch,route
FOSSIL,Gen 5E,Smartwatch,calories
FOSSIL,Gen 5E,Smartwatch,active_minutes
FOSSIL,FTW1151 Hybrid,Smartwatch,steps
FOSSIL,FTW1151 Hybrid,Smartwatch,heart_rate
FOSSIL,FTW1151 Hybrid,Smartwatch,sleep_tracking
FOSSIL,FTW1151 Hybrid,Smartwatch,GPS
FOSSIL,FTW1151 Hybrid,Smartwatch,distance
FOSSIL,FTW1151 Hybrid,Smartwatch,pace
FOSSIL,FTW1151 Hybrid,Smartwatch,route
FOSSIL,FTW1151 Hybrid,Smartwatch,calories
FOSSIL,FTW1151 Hybrid,Smartwatch,active_minutes
FOSSIL,Barstow Hybrid,Smartwatch,steps
FOSSIL,Barstow Hybrid,Smartwatch,heart_rate
FOSSIL,Barstow Hybrid,Smartwatch,sleep_tracking
FOSSIL,Barstow Hybrid,Smartwatch,GPS
FOSSIL,Barstow Hybrid,Smartwatch,distance
FOSSIL,Barstow Hybrid,Smartwatch,pace
FOSSIL,Barstow Hybrid,Smartwatch,route
FOSSIL,Barstow Hybrid,Smartwatch,calories
FOSSIL,Barstow Hybrid,Smartwatch,active_minutes
FOSSIL,Wander RG,Smartwatch,steps
FOSSIL,Wander RG,Smartwatch,heart_rate
FOSSIL,Wander RG,Smartwatch,sleep_tracking
FOSSIL,Wander RG,Smartwatch,GPS
FOSSIL,Wander RG,Smartwatch,distance
FOSSIL,Wander RG,Smartwatch,pace
FOSSIL,Wander RG,Smartwatch,route
FOSSIL,Wander RG,Smartwatch,calories
FOSSIL,Wander RG,Smartwatch,active_minutes
FOSSIL,Q Wander,Smartwatch,steps
FOSSIL,Q Wander,Smartwatch,heart_rate
FOSSIL,Q Wander,Smartwatch,sleep_tracking
FOSSIL,Q Wander,Smartwatch,GPS
FOSSIL,Q Wander,Smartwatch,distance
FOSSIL,Q Wander,Smartwatch,pace
FOSSIL,Q Wander,Smartwatch,route
FOSSIL,Q Wander,Smartwatch,calories
FOSSIL,Q Wander,Smartwatch,active_minutes
FOSSIL,Q Founder,Smartwatch,steps
